"trial_type","trial_index","time_elapsed","internal_node_id","Script_Picker","rt","url","responses","question_order","stimulus","key_press"
"html-keyboard-response","11","48489","0.0-2.0-6.0","1","18230.71999999229","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>There will be four blocks of trials. In each block, you will see the pair of jars that beads will be pulled from.<br><br>The pair of jars used in each block will ONLY ever be 100% white and black jars, or 90/10 mixed jars. <br><br>The pair of jars in each block will not change until the next block.<br><br>Here are examples of what you will see on each trial.<br><br>Press the SPACEBAR to continue. </p><div>","32"
"image-keyboard-response","12","53511","0.0-2.0-7.0","1","5020.969999954104","","","","Images/NoChoiceMM.png","32"
"image-keyboard-response","13","56664","0.0-2.0-8.0","1","3152.36999996705","","","","Images/NoChoice.png","32"
"html-keyboard-response","14","80175","0.0-2.0-9.0","1","23512.52500002738","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p> The jar the beads are pulled from is NOT choosen at random on each trial.<br><br>After each prediction, there will be a chance that the jars will switch, and that the next bead will be pulled from the opposite jar as the previous trial.<br><br>In each block, the chance that a jar will switch will either be LOW (the jars will not switch very often), or HIGH (the jars will switch almost all the time).<br><br>At the start of each block, you will be told the probability that the jars will switch on each trial. This switch probability will stay constant throughout the block.<br><br>Press the SPACEBAR to continue. </p><div>","32"
"image-keyboard-response","15","89773","0.0-2.0-10.0","1","9596.26500000013","","","","Images/TutorialBlackJarDrawMM.png","32"
"image-keyboard-response","16","94706","0.0-2.0-11.0","1","4932.195000001229","","","","Images/TutorialWhiteJarDrawMM.png","32"
"html-keyboard-response","17","114200","0.0-2.0-12.0","1","19492.91499995161","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p> When the jars are filled with only one color, each bead is guaranteed to have come from the same-colored jar. During these blocks, the best strategy is to use the jar switch probability to predict whether the next bead will be the same or different from the previous trial.<br><br> When the jars contain a mix of black and white beads, you will sometimes see black beads pulled from the mostly white jar, and white beads pulled from the mostly black jar. <br><br>Here is an example.<br><br>Press the SPACEBAR to continue.  </p><div>","32"
"image-keyboard-response","18","124561","0.0-2.0-13.0","1","10359.71500002779","","","","Images/TutorialWhiteJarDrawHMMC.png","32"
"image-keyboard-response","19","128160","0.0-2.0-14.0","1","3597.349999996368","","","","Images/TutorialBlackJarDrawHMMC.png","32"
"image-keyboard-response","20","132087","0.0-2.0-15.0","1","3925.6550000282004","","","","Images/TutorialBlackJarDrawHMMI.png","32"
"html-keyboard-response","21","146259","0.0-2.0-16.0","1","14171.265000011772","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p> As you observed, a white bead was pulled from a 90% white jar, the jars switched and a black bead was pulled from the 90% black jar, but then low-probability white bead was pulled from the 90% black jar. <br><br>In these mixed-jar blocks, you will first have to figure out which jar the current bead was pulled from, then use the jar switch probability to predict the color of the next bead.<br><br>Press SPACEBAR to conitnue.</p><div>","32"
"html-keyboard-response","22","148433","0.0-2.0-17.0","1","2173.1649999856018","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p> You will now be given a 3 question quiz to make sure you understand the fundamentals. </p><div>","32"
"image-keyboard-response","23","173687","0.0-2.0-18.0","1","25251.96500000311","","","","Images/TutorialQuestion1.png","39"
"image-keyboard-response","24","182282","0.0-2.0-19.0","1","6151.690000027884","","","","Images/TutorialQuestion2.png","38"
"html-keyboard-response","25","202338","0.0-3.0","1","18399.199999985285","","","","<div class=""container"" style=""height:800px;width:800px;display:flex;flex-direction:column;justify-content:center;align-items:center;text-align:center;font-weight:normal;font-family:Arial;font-size:20px""><p>Loading episode&hellip;</p><div>","32"
"image-keyboard-response","26","212193","0.0-4.0-0.0","1","9852.300000027753","","","","Images/NoChoice.png","37"
"image-keyboard-response","27","212449","0.0-4.0-1.0","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","28","212952","0.0-4.0-2.0","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","29","217854","0.0-4.0-0.1","1","4900.439999997616","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","30","218111","0.0-4.0-1.1","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","31","218617","0.0-4.0-2.1","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","32","221089","0.0-4.0-0.2","1","2470.6899999873713","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","33","221346","0.0-4.0-1.2","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","34","221851","0.0-4.0-2.2","1","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","35","227358","0.0-4.0-0.3","1","5505.844999977853","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","36","227614","0.0-4.0-1.3","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","37","228119","0.0-4.0-2.3","1","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","38","231044","0.0-4.0-0.4","1","2923.1549999676645","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","39","231300","0.0-4.0-1.4","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","40","231806","0.0-4.0-2.4","1","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","41","234760","0.0-4.0-0.5","1","2952.0799999590963","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","42","235016","0.0-4.0-1.5","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","43","235525","0.0-4.0-2.5","1","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","44","238496","0.0-4.0-0.6","1","2969.7000000160187","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","45","238753","0.0-4.0-1.6","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","46","239259","0.0-4.0-2.6","1","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","47","240492","0.0-4.0-0.7","1","1231.2650000094436","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","48","240748","0.0-4.0-1.7","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","49","241255","0.0-4.0-2.7","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","50","242337","0.0-4.0-0.8","1","1081.270000024233","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","51","242594","0.0-4.0-1.8","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","52","243100","0.0-4.0-2.8","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","53","244488","0.0-4.0-0.9","1","1386.2300000037067","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","54","244740","0.0-4.0-1.9","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","55","245247","0.0-4.0-2.9","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","56","246373","0.0-4.0-0.10","1","1124.759999976959","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","57","246629","0.0-4.0-1.10","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","58","247135","0.0-4.0-2.10","1","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","59","249502","0.0-4.0-0.11","1","2365.1349999709055","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","60","249754","0.0-4.0-1.11","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","61","250260","0.0-4.0-2.11","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","62","251524","0.0-4.0-0.12","1","1262.6799999852665","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","63","251778","0.0-4.0-1.12","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","64","252283","0.0-4.0-2.12","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","65","253337","0.0-4.0-0.13","1","1052.5499999639578","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","66","253591","0.0-4.0-1.13","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","67","254094","0.0-4.0-2.13","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","68","255043","0.0-4.0-0.14","1","947.1149999881163","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","69","255300","0.0-4.0-1.14","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","70","255807","0.0-4.0-2.14","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","71","256624","0.0-4.0-0.15","1","815.3499999898486","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","72","256880","0.0-4.0-1.15","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","73","257387","0.0-4.0-2.15","1","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","74","259064","0.0-4.0-0.16","1","1676.0900000226684","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","75","259318","0.0-4.0-1.16","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","76","259822","0.0-4.0-2.16","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","77","260581","0.0-4.0-0.17","1","757.4100000201724","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","78","260837","0.0-4.0-1.17","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","79","261340","0.0-4.0-2.17","1","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","80","263259","0.0-4.0-0.18","1","1917.4000000348315","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","81","263515","0.0-4.0-1.18","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","82","264022","0.0-4.0-2.18","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","83","264957","0.0-4.0-0.19","1","934.2300000134856","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","84","265210","0.0-4.0-1.19","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","85","265711","0.0-4.0-2.19","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","86","266571","0.0-4.0-0.20","1","857.880000025034","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","87","266825","0.0-4.0-1.20","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","88","267330","0.0-4.0-2.20","1","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","89","268095","0.0-4.0-0.21","1","763.474999985192","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","90","268351","0.0-4.0-1.21","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","91","268855","0.0-4.0-2.21","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","92","269764","0.0-4.0-0.22","1","907.1399999666028","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","93","270020","0.0-4.0-1.22","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","94","270525","0.0-4.0-2.22","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","95","271298","0.0-4.0-0.23","1","771.9899999792688","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","96","271550","0.0-4.0-1.23","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","97","272056","0.0-4.0-2.23","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","98","272674","0.0-4.0-0.24","1","615.6750000081956","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","99","272929","0.0-4.0-1.24","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","100","273434","0.0-4.0-2.24","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","101","274072","0.0-4.0-0.25","1","636.3799999817275","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","102","274325","0.0-4.0-1.25","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","103","274828","0.0-4.0-2.25","1","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","104","275947","0.0-4.0-0.26","1","1118.094999983441","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","105","276202","0.0-4.0-1.26","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","106","276707","0.0-4.0-2.26","1","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","107","277902","0.0-4.0-0.27","1","1193.169999984093","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","108","278158","0.0-4.0-1.27","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","109","278663","0.0-4.0-2.27","1","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","110","279967","0.0-4.0-0.28","1","1302.6150000514463","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","111","280221","0.0-4.0-1.28","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","112","280723","0.0-4.0-2.28","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","113","281360","0.0-4.0-0.29","1","634.6550000016578","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","114","281613","0.0-4.0-1.29","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","115","282118","0.0-4.0-2.29","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","116","282840","0.0-4.0-0.30","1","720.229999977164","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","117","283096","0.0-4.0-1.30","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","118","283602","0.0-4.0-2.30","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","119","284401","0.0-4.0-0.31","1","796.764999977313","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","120","284655","0.0-4.0-1.31","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","121","285162","0.0-4.0-2.31","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","122","286990","0.0-4.0-0.32","1","1826.679999998305","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","123","287245","0.0-4.0-1.32","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","124","287747","0.0-4.0-2.32","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","125","290048","0.0-4.0-0.33","1","2300.1100000110455","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","126","290305","0.0-4.0-1.33","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","127","290811","0.0-4.0-2.33","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","128","292428","0.0-4.0-0.34","1","1615.6900000059977","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","129","292685","0.0-4.0-1.34","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","130","293191","0.0-4.0-2.34","1","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","131","293789","0.0-4.0-0.35","1","596.5499999583699","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","132","294042","0.0-4.0-1.35","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","133","294549","0.0-4.0-2.35","1","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","134","294936","0.0-4.0-0.36","1","385.89999999385327","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","135","295191","0.0-4.0-1.36","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","136","295698","0.0-4.0-2.36","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","137","296226","0.0-4.0-0.37","1","526.8449999857694","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","138","296483","0.0-4.0-1.37","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","139","296989","0.0-4.0-2.37","1","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","140","297515","0.0-4.0-0.38","1","524.4299999903888","","","","Images/NewTrialBC.png","39"
"image-keyboard-response","141","297768","0.0-4.0-1.38","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","142","298274","0.0-4.0-2.38","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","143","298924","0.0-4.0-0.39","1","648.5250000259839","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","144","299177","0.0-4.0-1.39","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","145","299683","0.0-4.0-2.39","1","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","146","300394","0.0-4.0-0.40","1","709.4149999902584","","","","Images/NewTrialBC.png","39"
"image-keyboard-response","147","300647","0.0-4.0-1.40","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","148","301154","0.0-4.0-2.40","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","149","301722","0.0-4.0-0.41","1","566.5349999908358","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","150","301976","0.0-4.0-1.41","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","151","302480","0.0-4.0-2.41","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","152","303289","0.0-4.0-0.42","1","807.9750000033528","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","153","303545","0.0-4.0-1.42","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","154","304052","0.0-4.0-2.42","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","155","304539","0.0-4.0-0.43","1","486.2100000027567","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","156","304791","0.0-4.0-1.43","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","157","305298","0.0-4.0-2.43","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","158","305893","0.0-4.0-0.44","1","593.3149999473244","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","159","306149","0.0-4.0-1.44","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","160","306654","0.0-4.0-2.44","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","161","307083","0.0-4.0-0.45","1","428.0500000459142","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","162","307337","0.0-4.0-1.45","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","163","307842","0.0-4.0-2.45","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","164","308429","0.0-4.0-0.46","1","585.7149999937974","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","165","308686","0.0-4.0-1.46","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","166","309192","0.0-4.0-2.46","1","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","167","310468","0.0-4.0-0.47","1","1274.6650000335649","","","","Images/NewTrialBC.png","39"
"image-keyboard-response","168","310722","0.0-4.0-1.47","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","169","311229","0.0-4.0-2.47","1","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","170","311881","0.0-4.0-0.48","1","651.0000000125729","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","171","312138","0.0-4.0-1.48","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","172","312644","0.0-4.0-2.48","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","173","313201","0.0-4.0-0.49","1","555.0400000065565","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","174","313457","0.0-4.0-1.49","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","175","313963","0.0-4.0-2.49","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","176","314520","0.0-4.0-0.50","1","554.694999998901","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","177","314774","0.0-4.0-1.50","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","178","315280","0.0-4.0-2.50","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","179","315896","0.0-4.0-0.51","1","614.5550000364892","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","180","316148","0.0-4.0-1.51","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","181","316654","0.0-4.0-2.51","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","182","317304","0.0-4.0-0.52","1","647.57999998983","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","183","317555","0.0-4.0-1.52","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","184","318058","0.0-4.0-2.52","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","185","318507","0.0-4.0-0.53","1","447.2550000064075","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","186","318760","0.0-4.0-1.53","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","187","319264","0.0-4.0-2.53","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","188","319784","0.0-4.0-0.54","1","519.0699999802746","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","189","320041","0.0-4.0-1.54","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","190","320545","0.0-4.0-2.54","1","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","191","321165","0.0-4.0-0.55","1","617.7599999937229","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","192","321420","0.0-4.0-1.55","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","193","321925","0.0-4.0-2.55","1","null","","","","Images/BlackBeadChoiceCorrect.png","null"
"image-keyboard-response","194","322559","0.0-4.0-0.56","1","633.0650000018068","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","195","322816","0.0-4.0-1.56","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","196","323322","0.0-4.0-2.56","1","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","197","324457","0.0-4.0-0.57","1","1133.4050000295974","","","","Images/NewTrialWC.png","37"
"image-keyboard-response","198","324708","0.0-4.0-1.57","1","null","","","","Images/BlackBeadChoice.png","null"
"image-keyboard-response","199","325215","0.0-4.0-2.57","1","null","","","","Images/BlackBeadChoiceWrong.png","null"
"image-keyboard-response","200","326026","0.0-4.0-0.58","1","809.8950000130571","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","201","326282","0.0-4.0-1.58","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","202","326787","0.0-4.0-2.58","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","203","327512","0.0-4.0-0.59","1","724.2850000038743","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","204","327766","0.0-4.0-1.59","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","205","328270","0.0-4.0-2.59","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","206","329019","0.0-4.0-0.60","1","747.2299999790266","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","207","329275","0.0-4.0-1.60","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","208","329782","0.0-4.0-2.60","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","209","331822","0.0-4.0-0.61","1","2038.4099999791943","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","210","332078","0.0-4.0-1.61","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","211","332582","0.0-4.0-2.61","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","212","333331","0.0-4.0-0.62","1","747.3250000039116","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","213","333583","0.0-4.0-1.62","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","214","334089","0.0-4.0-2.62","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","215","337165","0.0-4.0-0.63","1","3074.7599999886006","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","216","337421","0.0-4.0-1.63","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","217","337927","0.0-4.0-2.63","1","null","","","","Images/WhiteBeadChoiceCorrect.png","null"
"image-keyboard-response","218","340574","0.0-4.0-0.64","1","2645.215000025928","","","","Images/NewTrialWC.png","39"
"image-keyboard-response","219","340830","0.0-4.0-1.64","1","null","","","","Images/WhiteBeadChoice.png","null"
"image-keyboard-response","220","341337","0.0-4.0-2.64","1","null","","","","Images/WhiteBeadChoiceWrong.png","null"
"image-keyboard-response","221","369366","0.0-4.0-0.65","1","28027.000000001863","","","","Images/NewTrialBC.png","37"
"image-keyboard-response","222","369622","0.0-4.0-1.65","1","null","","","","Images/BlackBeadChoice.png","null"
